text,target
Adhehathinde manas vishamipicha ithile ellaathinum kittum... Anubhavikkum... Oomfiya parupadi... Lesham ulup ondenki kaaniko... Athrayk dairym ollavaranengil ottayk samsarikanam... Engil kaanayirnnu pidich vaaa nirach tharanath....santhosh sir ninghalde kazhivilum... Adhvaanathindeyum munbil aaa showyil ullath ellaaam verum vaaanam maaathram... 💯,Negative
Santhosh pandit vannamutalu Oru vakuppumillatta chali variyangu pottuvanalle,Negative
Oru Star Magicum kure Thaikilavimarum😏 Thufff🤮🤮🤮🤮,Negative
"Navya padich padich panikaravan nokunund, lakshide team thiriyal ivide vendarnnu",Neutral
Ivarudayokka thaniroopam itha script aanupolum,Neutral
Anu vine kaalel vaari nilathadikkanam,Negative
Navya nair nodu verupp aayi....,Negative
Pavam santhosh vilichu kaliyaki Nigel valiya allukel alletoii,Negative
Edhoke ano comedy,Neutral
Eppozha njan ath shrediche😅nannayi..... chilare mathram avar consider cheyarulllu😶,Neutral
Eee parupadide rating full kalanju...ee parayana santhosh panditt janaganlku cheytha sahayangal ellarum oorkkanathu nallatha ee kuutathil oraalenkilum nthelum cheythathaayi ariyilla....sahayichillelum upardavikkathirunnude,Negative
Swantham bodyyile kuravukal kanichu jeevikkunna ivanmarkku santhoshine kaliyakkan enthu yogyatha aanu...kurachu komalitharam kanichu cash aayathinte ahangaram.... kottayam nazirum pishaadiyum nammude ajay ellam kanichatha comedy,Negative
Personal ayi orikkalum areyum hurt cheyathirikkan sramikkuka,Neutral
Ellarum kudai oralkkattu ninnu konakkan nalla eluppam ahnu ...athi therichu onnu kettiyal athinte kazha manasil avu..,Negative
Nanamille Oru pàavam manushayane ittu kaliyakkan ee binu adimalikum navyakum nithyakum bakiyullavarkum enthu yogyathanu iyale kaliyakkan ullathu . Star magic nod ulla ishttam poyi,Negative
Navya nayarkkokke endonn jadayaaaaaa.......🤨🤨🤨🤫🤫🤫,Negative
Nammal ennum oralude keezhil veanam,Neutral
Navya vannu kolam parupadi,Negative
Ithokke scripted anenkil sandosh pandit nte anuvadhathode alle ithokke,Neutral
Hahangaram padilla,Negative
🙏🙏🙏 nirthi pokude,Negative
Santhosh pandit cheyyunna 100 il oru charity work ee parayunnavanmar aarenkilm cheyyundo..??!! Nirthi ponam hey…,Negative
Navya nair nithya das evalumarokke ethreyum tharam thaanu poyo evalokke aganeya fieldil vanne,Negative
Chettakal beat nokki paadunnu allathe pullide paattumayi oru bendhavum illa,Negative
Santhoshine maatti kishore nk chettane konduva,Neutral
Maduth poi ee paripadi. Kurach glamour undennulla oru thonnal varumbo kanikkunna ee vila kuranja kaliyakkal undallo athra valya sambavam onnum alla,Negative
Pakuthi voice ara thinne,Neutral
Lekshmiyoodulla ellaaa snehavum bahumaanavum ithoode pooyi,Negative
Macha team entha paranjathu... Njan full nokki kandillallo pullikkaran paranjathu,Neutral
Manushatham enath matoralinu arku padikavna onala janmasidhamai kitendathada manda🤣🤣🤣🤣,Negative
kopa avan alusheriala,Negative
Star magic veruthu,Negative
Navya ye polulla kilavi kale oke oyivakkiyal nallatha,Negative
Aaahankaram Pinna over acting anu,Negative
Field out aayathine okke ippalaa kaanunne,Neutral
ninneyokke kondu oru short film enkilum edukkan patto kaliyakkan nadakkunu,Negative
Verum madhabudhikal aalthenthu..vivekam vattapoonjyam,Negative
Sandhoshpanditindepole pattu vere lyrics indakkan avarku ariyila,Neutral
Navya korch over aan,Negative
pinne fans onnu povan para😅😅😅😅,Negative
Avarokke korach over aan,Negative
Ethokka aarann polum enikk ariyilla....😊,Neutral
Navya Nair bhayangara ahangarama,Negative
Athe avlemare vicharam avlemare entho ahnnenna 😏,Negative
ivada santhosh panditalla athinu pakaram are ayalum kaliyakiyal ingana oke undavum,Neutral
Ennittu ee pennungal padiya patto..... Athilum bhedam kakke കാക്കേ koodevide padikkoode....,Negative
ethinteyoke fans avathe nalle😏pucham thonnunn,Negative
Rating kodiyappol ahgaram kodi😏😏😏😏,Negative
vilichu varthi abhamaanikkaan avar cheyyunnadh..aarum angne velye aalaann parayoolalallooo .. Onn poykke nee,Negative
"Navya,nithya,lakshmi.....ithinokke evidunna fans😤",Negative
Avar aaranna avarude vijaram.. Enganeyenkilum cinimayill keran vendi ooronn kaanichhootta,Negative
panditine mahan akkukayalla Adeham oru manushyananu,Neutral
Fans orupadu und enna Ahagaram anu,Neutral
Aa binu adimaliye pidich purathakamo requst aanu... Oro komalitharangal lakshmi over aanu...,Negative
Motor set cheydal speed kuttam,Positive
Ayyo mazha ondanne ollu ketto mazha kaalam vera vannond from nxt month please wait and watch😎😁,Neutral
Kidu,Positive
Ithupole onnu thermocol vachu undakki kayalintr akkare ikkarare pokunna njangal,Neutral
Njan mansil vicharichappol machan video ittu,Positive
Uff M4 tech vere level❤🔥🔥,Positive
Praveen machan nte dedication uff 💥💥,Positive
Great effort bro ❤️ ....... ee plastic oke medichath ahno ... pakshe use cheyth eriyunna plastic bottles ahn collect cheyth ith undakiyirunne ithoru nalla concept ayene....,Neutral
Adipoli ❤,Positive
Super boat aanu M4 Tech you are the best,Positive
M4 tech poliyalleee❤️❤️,Positive
Preveen machante effort🔥🔥,Positive
നല്ല variety experiment chankadam സൂപ്പർ ✨M4 TECH,Positive
Adipoli ❤️🔥,Positive
Variety ayyi machan athiyallo 🤗<br>Polich 🔥,Positive
Variety ayyi machan athiyallo 🤗Polich 🔥,Positive
"Pudhye bottles pagaram waste bottles collect cheydh ithupole enthengelum cheyanengel nanayane, just a suggestion ❤️",Negative
Praveen chettante dedication level samathichu aa vellathilum vach video edukkunnundallo ⚡❤️,Positive
A big salute for your hardwork💥💥M4 tech channel sthiram kaanunnavar undenkil adi like😂😍M4 tech pwoliiii😍❤️💥,Positive
Vere level🔥🔥🔥,Positive
Adipoli Nalla Resend 👌👌,Positive
Pwolichu ❤️👌,Positive
Super❤❤,Positive
Poli ❤️❤️❤️🔥🔥,Positive
Praveen machaante hard work 🥺♥️,Positive
Ennum Variety contents kond varunna jio machan poliyaaa🥰🥰❤,Positive
Adipoli...super 😄,Positive
Ithooke pazhayath thanneyakum kadayil ninn avr scrap kodukan vekku ath vagan patum,Negative
Bro ore sizile ore reethikolla bottle kittuka ennad preyaasam aaanu allenkil atrem kaalam wait cheythirikkanam ore sizile ore shapile thanne kittaan,Positive
Ente macha what a creativity,Positive
Oru Propeller motor with battery packum vecha polikum💥,Neutral
Ennalum polichu m4 tech 🔥🔥🔥,Positive
Machanmar polichu vere leval✌️✌️✌️👍👍👍❤,Positive
Machaneee pwoli pwoli 🔥🔥🔥🔥🔥👌👌👌👌🤩😍😍😍😍😍,Positive
All hard working aanu👍,Positive
Kidilam thannea❤️,Positive
Polichu❤,Positive
"instead of buying 10000 plastic bottles, u could collect them from our environment",Neutral
We love your Videos.. please take care of your health too.. please wear mask while spray painting.. it’s very harmful..,Positive
Respect praveen machan nenthittan video edukkunne😊,Positive
Ithilu cheriya oru change undu...Ramzan famous aayathu D4Dance winner ayathukondanu,Neutral
Anna allam poli ayittund,Positive
Bro orro achanum ammakum makkalude paisa kond jeevikaan alla. Marikunnnathinu munnne avarude jeevitham orupaade santhoaham aayi haappy aayi pokaan aayrkm,Positive
Halo arjyoubro njan nerajanayuda maman aale njan nerajanayuda friend aa,Neutral
nigal poliya,Positive
Chirich oru vayi aayi,Positive
Roasting kuda movie explain ayi.. 😹😹,Positive
Mwone enik pattunilla. Ni ijjathi cringe movie engane aa kandu thherthe. Ee video ile movie scenes kaanumbo thanne njn seth pookum 🤡💀,Negative
Spoof movie ano chetta?? Atho 🤣🤣,Negative
Bro campus movie cheyu,Positive
Adipoli Comedy vere level🥰,Positive
Annaaaas Annan uyirr,Positive
Veeren 😹🙏,Neutral
Alex Ettane Kaliyakkunnoda 😂😂😂😂😂😂😂😂,Negative
ha....ha...ha,Neutral
Ramzan evide eeshwaran,Neutral
🤗Flow kittan poli oru channel und MADYAPAANI THE DRUNKARD.😎Poli channel aanu machane...💪💪🔥🔥,Positive
@Madrid 🤍 kazhivul kooduthal kittunnnindu ennu thonnunnilla..Avante dance adipoli Anu..athinu anusarichulla prashamsayanu kittunnathu,Neutral
Athinum mathram.beeshmayil ivanenth undaya kattiye,Negative
Beeshmel eathanu ramzan...? Eath scene aanennu parayuvo...? Onnu orth nokaan aanu...🥴,Positive
Adtha oscar nn ulla padam😂 ramzan🤣,Negative
haha 😂 overrated ennal kazhivinekkal kooduthal prasamsa kittunnavar aanu ..avanu kazhivil kooduthal prasamsa kittunnund so Avan overrated aanu 🤡.....ok bie 🤡🤡🤡,Neutral
@Madrid 🤍 overrated aan polum. Avan nalla dance enkilum cheyyan ariya . Ee comment idallathe vere enthelum karyinda ninghalk,Negative
Big bossil poi olichirikkam,Neutral
Kochu tvyile etho cartoonile characternte sound pole nd 😹,Negative
Sahicchukalanjekk direction il nalla thazhakkam varatha aalayjrikkum .,Negative
Alexettane kaliyyakkunnoda 😂😂😂😂😂😂,Negative
Athalle 😂,Neutral
Kidilamm ❣️❣️,Positive
Enthinayirunu.....Veruthe oroo Neram pokku😂,Neutral
Njan adipoli animation vedeo ente chanalil ittittund onnu kandu nokku,Neutral
Poyi poyi mood poi 😀,Negative
Athu kalakki,Positive
Alexettane kaliyyakkunnoda 😂😂😂😂😂😂,Negative
Oh my god Arjyou😂 havent laughed so much in quite a while. Ente dhaivame engne sadhikunu ithoke...sherikkum entertained to core...chirich chirich oru vazhi ay...ingneyum oru cinemayo🤣 inim cheyanam itharam cringe sanangal,Positive
Njan ee padam kandittundu,Neutral
Dude aruth 😹ee film sure ayyit kananam,Neutral
"Arinjilla aarum paranjumilla ,,😀😀😀",Neutral
"Njanum ithu full kandathinu maane 🤣 chirich chirich oru vazhi aayi ,🤣😂",Negative
E vedio kandit innale otta eripin padam kandu theerthu😎,Positive
Chaly,Negative
Ejjathi 😂😂😂😂,Negative
Enta mwone 😂😂,Neutral
Kidu,Positive
Second part Venam..,Neutral
Ivan ivdeyum vanno,Neutral
poda panni bot,Negative
Iam a pubg beginner,Neutral
And spammer is back 🤣🙏,Neutral
Last twist🤣🤣verayiti mothalu,Negative
Ithano unique🙄,Neutral
Appoopan and boys inte atrayum varuvo,Neutral
💪🔥 pinnlah 😂,Positive
evde enkilum appoopan and boys mention undo noki nadakkayrnn😁,Neutral
pinnalla appuppan fens🤣💥,Neutral
Bro video kaanu bro,Neutral
Nte mone... Vere level 🤣🤣🤣🤣,Positive
Pnalla😂😂😂,Positive
Alexettane kaliyakunnodaa 😂,Negative
Aisheri 😌,Neutral
Ink ishttayi😂😌,Positive
PTA meettinginu vanna achan alla🤣🤣🤣🤣,Negative
Next video epo varum ♥️👏,Neutral
Arjyou bro Vegam onnu adutha vid idamo!!!Ithippo moore day ayallo vid okke ittittuIppo bro 1 month=1 vid angana planil ano,Neutral
Ijjathi Senior/villain.. 🔥😭😭,Positive
Ith ingane odichirunnegil hit ayene powli arjuyou❤️🔥🔥,Positive
thank you bro ith kandappo manasilayi kanan pattatha padam ahnenn😹✌️,Negative
PTA metting n ethia achan 🤣🤣,Neutral
Kgf 2 nu shesham Malayalikal onnadangam kathirikunna second part movie dance dance 2😆,Positive
Poli sanm😂😂❤️❤️👏👏👏,Positive
Ith kandavar Anantharamante forgotten Malayalam movies kandittndo😂,Neutral
Chiri varunnillallo machaa..❤️,Negative
Machane ith pwoli video anu😂😂😂😂,Positive
Vallathiru Aarattu thanne🤣🤣🤣🤣🤣Igottu keri pore makkale🤠🤠🤠🤠🤠,Positive
Level padam 🔥,Positive
Veppu meesha super 🤣🤣🤣👍,Positive
Machan levell 😍🔥🔥,Positive
Dance padikatavar Abhiprayam parayartu..🤩,Neutral
Entammooo!! Santhosh Pandit nu award kodukkanam,Positive
10 aam classile pranaya kadha onnu kandooke 🤣🤣🤣🤣🤣🤣.... ithillum super annu🤣🤣🤣🤣,Positive
nte mone ijathi 🤣,Positive
Ingeneyum movie undayirunno 😂😂.,Neutral
"ithine acting enn thanne vilikkum. Athra nallath allarnnu but acting thanne aanu. Ippo ramzan nallonam mecha petitund. Amal Neerad enna nalloru directorinu avante kazhivu purath edukan sadichu. Porathathinu, Mammooty, Soubin Dileesh pothan ennee prathibhakaldopam work cheyyanulla avasaram kitti. Avanu nalloru bavi und. 22 vayassalle aayitullu.",Positive
"Njan anu athila villian axel. Super edit bro. Aa samayathu ethanu trend😅, vfx onum elaloo. Athukonda",Neutral
Entey money ijjathi 🤣❤,Positive
Njn chiritch chathu🤣🤣pls react more such films😅😅😂😂😂,Positive
Angane ee filim youtubil hit ayirikunnu suhrthukkaleee 🔥🔥,Positive
Ithu oru 30 times ka kandittarikum vdo idunne appo chiri verillalo 😂😂,Positive
Ente ponnu anna 🤣😂🙌 namichhu Gunda binu😹😹🔥,Positive
Powlii review👌🏻😄,Positive
O evide undayiruno 🙄,Neutral
"Alla channelilum undalo nee, Akhil NRD yudae alla video yilum vannu ee same sathanum iddum anittu athinae copy paste cheyum antha bro igannae",Neutral
Ayin.nee botano ella videoilum und initto ee same thenne copy paste cheyth agand poki vidum.ulup iledo ninak,Negative
Ithilum valya movie synopsis swapnangalil mathram. Thanos adhava Thankappan😂😂,Neutral
😂😂😂😂. Senior. Villaine kandapoo vettam movie le dialogue ormavannu 😂😂😂,Neutral
Dance Dance il ninn bheeshmayilekkulla dooram valare valuthanu.. Ath Ramzan thandiyath shakthamaya dedicationum determinationum hardworkum kondanu... Feeling respect to him... 🔥,Positive
ann angane cheythittundenkil appo thaan pradhikarikkanamaayirunnu. Allathe ippo aarenkilum ramsane paranjaa udane onnum ariyaatha manikuttantem saidem thalayil kerukayalla vendath. Athenth nyaayamaa?,Neutral
vazhikuda pona paatu kare roast cheyyan anak pranthana🥴,Negative
"bigg boss thudangiyapozhum avasanichapozhum ipazhum ramzan ore swabhavam thanneyan. Ath kondanu avan netangal mathram ullath. Manikuttan and sai aanu abhinayichath bogg bossil. Avarkku ippo real life il ath pole abhinayikkan pattunnilla. Ath kondu thanne bigg boss kazhinjappol avarde jeevitham oru parajayam aayirukkunnu… Porathathinu soubin, dileesh pothan ennee prathibhakal Ramzanil oru suhruthine kananam enkil ath ramzan nalloru vyakthi aayath kondu mathram aanu.",Neutral
Avante character bigg bossil kandathanu..pakshe talent is undeniable..,Neutral
PTA meeting vnna achn🤣🤣🤣,Neutral
Ramzan botham kettappo ulla tune oree poli😁😁,Neutral
Chirich oru vazikk ayi🤣🤣🤣🔥🔥,Positive
boy friend movie reaction cheyy broo,Neutral
Ingane oru movie undarunnoo😂🤣,Neutral
Are soniyaa ithar aavo😂,Neutral
Michael off aavumbol windows off avunna music 😂😂👌🏻,Neutral
Veruthe a pavam Santhosh pandittine ellarude kaliyakkunnu! 😂😂,Neutral
Telugu movieyekalum appram😂⚡,Positive
Arjyou broye kaanumbol shine tom chackoyude oru face cut thonnunnu🤔😇,Neutral
Onnu podey 🤓,Negative
Eathaa meesha 😂👀🔥,Neutral
Sotham video indakan ahne polum ethre risk edukale bro 😂⚡,Neutral
Atleast parakkunna tractor illalo🙌,Neutral
Makante PTA meeting nu vanna achan anen karuthiyenkil thetti😂,Neutral
"Villain 🦹‍♀️,, 😂😂🤣🤣chirich chirichu chattu",Positive
Ayyente mone pwoliii😂😂😂😂😂😂,Positive
Ithilum nallath telugu padam ahn 😂😂,Negative
Ee movie Full kanda arjun chettante avastha 🥲,Neutral
ah movie kananulla thrani illla 😂😂😂,Negative
Chetta movie reaction aduthathu eppol. Iam waghting,Neutral
😭😭 film kanditt...jeevanode irunnate nannaye,Neutral
Unconsciously? Appo nee alle sonia satyam para..?,Neutral
nadane kaanatha varthayil....comedy..😂😂,Neutral
🤣🤣🤣🤣entte ammo🤭,Positive
Nalla movie 😂😂😂,Positive
Ate.. Itu atra vanilla,Negative
Appuppan and the boys vere level aan,Positive
Yeah true...njan ippo orthe ullu,Neutral
Avasanathe praarthana🤣🤣🤣,Neutral
Makante pta meeting n vanna achan😂😂,Neutral
ippazha manassilaavunne.. screenplay and direction importance,Neutral
10th exam nala kunnunvar indo🤣,Neutral
villian na kandapo chirichu chirichu chathe🤣,Positive
Malayala cinemayile dhuranthanghale kandathil santhosham☺☺,Negative
Villan fans undo😂😂,Positive
Ithile actress soniya ipol muncif magistrate aanu 🤓🙂🥰,Neutral
chirich chath njan 🤣,Positive
Ithu motham irunnu kandullo man ningale sammadhikkanam😂😂😂😂😂,Positive
Nte ponnadavee....Villan ore polii😂😂,Positive
Poli 😂😂,Positive
Arjyou UYIR 🔥🔥🔥,Positive
Valuthaya kochu pinnem cheruthayo😂😂😂😂,Neutral
Engane oru padam undenn thanne eppol a arinje😂😂,Neutral
Ante mone thee🔥item🤣😂,Positive
villan kidu😂😂,Positive
Arjyou muthe... Ne poli aanu💯💯💯,Positive
Katta FAN BROOO,Positive
Achante prayam illa gunda binu 🤣🤣 villain🤣🤣😂,Neutral
Chettan chey chetta poliyayittund💞,Positive
Wow niceaa.ivar okke nth kanditt aanavo ee story cheyan ninne😂,Positive
"Arjun ipo counter dialogues kelkumbo pandathe pole oru rasalla, sreddikku too , evdokyo boravunna pole",Negative
😂😂😂😂😂😂pullu chirichoru Vazhi aayi 😂😂😂😂🙏🙏🙏,Positive
